"Артикул";"Ozon Product ID";"SKU";"Barcode";"Название товара";"Контент-рейтинг";"Бренд";"Статус товара";"Метки";"Отзывы";"Рейтинг";"Видимость на Ozon";"Причины скрытия";"Дата создания";"Категория";"Тип";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Размер НДС, %";"Ошибки";"Предупреждения"
"'2001050008-10/L";"1142377922";"1656187251";"2013016570007";"Перчатки из натуральной овчины, теплые";"'32.5";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-08-12 16:02:03";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2001080131/XXL";"1142377925";"1656187233";"2001022988060";"Перчатки из натуральной овчины, теплые";"'32.5";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-08-12 16:02:03";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2001050008-10/XXL";"1142377926";"1656187250";"2013016570021";"Перчатки из натуральной овчины, теплые";"'32.5";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-08-12 16:02:03";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2001090018-2/M";"1142377932";"1656187492";"2040474716418";"Перчатки из натуральной овчины, теплые";"'45";"ДУБЛЁНКИНО";"Готов к продаже";;"6";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001070048-2/XL";"1142377933";"1656187541";"2036712907274";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001090018/XXL";"1142377934";"1656187578";"2000712374091";"Перчатки из натуральной овчины, теплые";"'50";"ДУБЛЁНКИНО";"Продается";;"71";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"1";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001090018/XL";"1142377935";"1656187274";"2000712374084";"Перчатки из натуральной овчины, теплые";"'50";"ДУБЛЁНКИНО";"Продается";;"73";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"6";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001070014-1/XL";"1142377939";"1656187255";"2039390038803";"Перчатки из натуральной овчины, теплые";"'50";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001090018/L";"1142377941";"1656187487";"2000712374077";"Перчатки из натуральной овчины, теплые";"'50";"ДУБЛЁНКИНО";"Продается";;"39";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"1";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001060861/XL";"1142377943";"1656187478";"2001022988015";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001050161/XXL";"1142377944";"1656187499";"2037299935650";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001060863/XL";"1142377946";"1656187459";"2037299935674";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001070048-3/XL";"1142377947";"1656187479";"2037291939014";"Перчатки из натуральной овчины, теплые";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001070222/L";"1142377948";"1656187494";"2001022988114";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001070714/XXL";"1142377951";"1656187338";"2037291938994";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001090018-1/XL";"1142377952";"1656187434";"2036964544715";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001070048-5/L";"1142377956";"1656187514";"2039220970006";"Перчатки из натуральной овчины, теплые";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001080131-3/XL";"1142377957";"1656187188";"2037291939076";"Перчатки из натуральной овчины, теплые";"'32.5";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2001070014/XL";"1142377958";"1656187447";"2001661746625";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Продается";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"2";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001090018-5/L";"1142377959";"1656187601";"2038903802399";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001070140-1/XXL";"1142377960";"1656187649";"2039322513484";"Перчатки из натуральной овчины, теплые";"'45";"ДУБЛЁНКИНО";"Готов к продаже";;"8";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001060864/XXL";"1142377961";"1656187515";"2037307870089";"Перчатки из натуральной овчины, теплые";"'50";"ДУБЛЁНКИНО";"Готов к продаже";;"2";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001060864/L";"1142377962";"1656187482";"2037307870065";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:04";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001070222-1/XL";"1142377970";"1656187325";"2037480711360";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:05";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001070048-1/XXL";"1142377971";"1656187465";"2012963087026";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:05";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001080131/XL";"1142377972";"1656187249";"2001022988077";"Перчатки из натуральной овчины, теплые";"'32.5";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-08-12 16:02:05";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2001050008-10/XL";"1142377973";"1656187186";"2013016570014";"Перчатки из натуральной овчины, теплые";"'32.5";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-08-12 16:02:05";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2001070014/L";"1142377977";"1656187276";"2001661746632";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"2";"'4.90";"Показывается";;"2024-08-12 16:02:06";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001090018-1/XXL";"1142377978";"1656187532";"2036964544722";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:06";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001090018-5/XL";"1142377979";"1656187287";"2038903802405";"Перчатки из натуральной овчины, теплые";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-12 16:02:06";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001070140-1/XL";"1142377980";"1656187284";"2039322513477";"Перчатки из натуральной овчины, теплые";"'45";"ДУБЛЁНКИНО";"Готов к продаже";;"8";"'4.90";"Показывается";;"2024-08-12 16:02:06";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001080164-1/L";"1142377983";"1656187629";"2036712912841";"Перчатки из натуральной овчины, теплые";"'50";"ДУБЛЁНКИНО";"Готов к продаже";;"1";"'4.90";"Показывается";;"2024-08-12 16:02:06";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;
"'2001061028/L";"1142377984";"1656187239";"2037480708476";"Перчатки из натуральной овчины, теплые";"'32.5";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-08-12 16:02:06";"Аксессуары";"Перчатки";"'3.20";"'0.6";"0";"0";"0";"0";"0";"3100.00";"4600.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
