SRID;Кол-во;Доход_от_продажи;Расход_логистика;Расход_хранение;Прочие_удержания;Компенсация;Баланс;Возврат
7830217475093442;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093444;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093446;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093454;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093462;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093464;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093468;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093474;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093490;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093492;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093554;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093568;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093580;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093588;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093602;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067259;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067261;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067271;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067279;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067281;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067293;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067295;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067297;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067299;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067301;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067305;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067309;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067311;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067327;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067339;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067343;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067349;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217548067353;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736787;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736797;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736875;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736881;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736889;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736893;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736897;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736939;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736947;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736955;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736957;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736977;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736979;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736981;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736983;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736991;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589736999;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589737003;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589737009;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589737023;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589737035;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589737037;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589737039;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589737107;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589737121;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589737181;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589737191;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217589737201;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085558;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085560;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085562;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085566;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085570;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085578;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085580;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085586;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085600;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085602;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085610;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085640;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085642;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085644;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085648;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085650;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085664;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085676;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085682;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085686;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085690;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085694;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085710;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085712;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085714;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085720;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217599085756;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217915856129;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830219749434500;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569150;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569158;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569164;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569166;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569168;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569170;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569172;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569178;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569184;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569188;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569202;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569206;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569212;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569226;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569236;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569246;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569256;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569260;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569276;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569280;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569284;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569296;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569308;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569312;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569314;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569326;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569328;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569352;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569360;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569378;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569380;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569386;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569392;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569398;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569400;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569406;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569410;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569412;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569426;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830220307569430;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
783022072227078;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171471982;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171471992;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472000;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472002;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472008;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472012;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472018;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472020;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472022;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472038;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472042;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472056;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472060;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472072;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472076;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472078;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472080;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472084;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472096;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472100;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472104;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472108;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472120;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472126;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472128;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472132;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472138;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472140;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472144;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472156;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472158;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472170;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472176;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472182;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472188;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472192;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472202;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472206;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472214;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472232;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472240;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472248;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472252;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472256;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472258;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472264;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472276;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472282;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221171472286;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414015;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414019;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414027;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414039;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414043;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414045;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414051;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414057;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414059;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414063;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414067;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414073;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414079;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414089;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414091;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414099;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414101;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414105;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414109;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414115;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414121;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414123;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414131;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414135;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414137;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414141;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414145;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414153;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414155;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414157;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414163;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414169;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414175;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414177;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414179;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414183;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414185;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414189;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414193;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414203;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414205;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414223;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414227;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414247;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414249;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414259;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414261;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414267;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414273;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414287;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414289;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414293;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414295;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221629414305;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658064;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658068;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658076;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658078;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658080;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658084;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658086;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658088;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658102;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658110;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658112;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658114;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658116;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658118;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658120;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658124;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658132;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221652658134;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221712712643;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826539517;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826539521;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543845;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543851;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543863;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543865;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543877;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543879;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543881;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543887;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543889;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543891;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543893;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543895;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543897;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543907;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543913;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543919;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543927;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543929;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543933;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543941;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543957;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543965;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543969;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543977;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826543989;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544009;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544021;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544045;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544053;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544057;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544065;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544067;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544069;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544071;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544073;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544081;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544091;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544093;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544103;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544105;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544111;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544113;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544117;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544119;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544121;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544125;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544137;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544139;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544157;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544159;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544163;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544165;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544167;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544173;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544177;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544181;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544187;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544191;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544195;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544199;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544203;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544207;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544209;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544233;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544235;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544239;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544241;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544247;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544259;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544263;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544269;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544275;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544279;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544281;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544283;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544287;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544289;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544291;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544293;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544295;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544299;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544301;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544317;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544323;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544331;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544333;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544335;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544339;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544341;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544345;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544355;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544361;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544363;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544367;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544371;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544379;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544383;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544385;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544387;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544389;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544397;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830221826544401;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
